order_id,order_date,seller,title,specification,item_url,item_id,unit_price,quantity,item_total,paid,lieferkosten
"	3051566031772739241,""2022-11-24"",""机侠客旗舰店"",""]  颜色分类：Blue"","""","""","""",""38.00"",""1"",""38.00"",""46.00"",""8.00"""
"	3051566031773739241,""2022-11-24"",""松下千亿伟专卖店"",""]  颜色分类：松下CR2025 3V 进口电池10粒"","""","""","""",""23.90"",""1"",""23.90"",""23.90"",""0.00"""
"	3051566031774739241,""2022-11-24"",""猫总监旗舰店"",""]  颜色分类：【加厚款】45*60单面白板+4笔4磁扣1清洗剂1板擦"","""","""","""",""28.90"",""1"",""28.90"",""28.90"",""0.00"""
"	3051566031775739241,""2022-11-24"",""深圳市志达伟业科技"",""]"","""","""","""",""102.00"",""1"",""102.00"",""102.00"",""0.00"""
"	3051566031776739241,""2022-11-24"",""鹏城连接器 IC专业配套"",""]  颜色分类：Male to Male"","""","""","""",""32.10"",""1"",""32.10"",""40.10"",""8.00"""
"	3051566031777739241,""2022-11-24"",""执意百货店"",""]"","""","""","""",""127.60"",""1"",""127.60"",""162.60"",""35.00"""
"	3051566031778739241,""2022-11-24"",""梵爵乐器旗舰店"",""]"","""","""","""",""11.16"",""1"",""11.16"",""19.16"",""8.00"""
"	3051566031779739241,""2022-11-24"",""创启腾数码专营店"",""]  长度：0.6m颜色分类：【USB2.0】塑胶黑★四口带开关+5V 2A电源"","""","""","""",""49.00"",""1"",""49.00"",""49.00"",""0.00"""
"	3051566031780739241,""2022-11-24"",""sandisk闪迪旗舰店"",""]  套餐类型：官方标配颜色分类：QUNC-32G 读速120mb/s"","""","""","""",""28.80"",""5"",""144.00"",""144.00"",""0.00"""
"	3051566031783739241,""2022-11-24"",""farallon旗舰店"",""]  款式：连体款颜色分类：印花款 咖啡熊黑色【侧翼加宽加绒+口袋】"",""连体款颜色分类：印花款 咖啡熊黑色【侧翼加宽加绒+口袋】"","""","""",""45.80"",""2"",""91.60"",""95.00"",""0.00"""
"	3051566031783739241,""2022-11-24"",""farallon旗舰店"",""]  款式：连体款颜色分类：印花款 一鹿平安灰色【侧翼加宽加绒+口袋】"",""连体款颜色分类：印花款 一鹿平安灰色【侧翼加宽加绒+口袋】"","""","""",""45.80"",""1"",""45.80"","""","""""
"	3046769417993739241,""2022-11-22"",""苏慧电测专家"",""]  颜色分类：BNC公转BNC公长度：0．5米"","""","""","""",""8.10"",""5"",""40.50"",""46.50"",""6.00"""
"	3046769417994739241,""2022-11-22"",""爱新觉罗小程6882"",""]  颜色分类：Driver(a)"","""","""","""",""192.44"",""1"",""192.44"",""202.44"",""10.00"""
"	3046769417995739241,""2022-11-22"",""歌途悦动小屋"",""]"","""","""","""",""4.50"",""20"",""90.00"",""90.00"",""0.00"""
"	3046769417996739241,""2022-11-22"",""鹏城连接器 IC专业配套"",""]"","""","""","""",""81.72"",""1"",""81.72"",""89.72"",""8.00"""
"	3046769417997739241,""2022-11-22"",""卡耐基补"",""]"","""","""","""",""78.86"",""1"",""78.86"",""87.86"",""9.00"""
"	3046769417998739241,""2022-11-22"",""goldtrue旗舰店"",""]  颜色分类：mega2560改进版套件"","""","""","""",""285.75"",""1"",""285.75"",""293.75"",""8.00"""
"	3046792925001739241,""2022-11-22"",""宝丰嘉嘉城"",""]  颜色分类：5号7号各12粒"","""","""","""",""24.00"",""1"",""24.00"",""24.00"",""0.00"""
"	3044345689337739241,""2022-11-21"",""通皇电气精品批发卖场"",""]  颜色分类：铜镀镍 PG16"","""","""","""",""3.20"",""1"",""3.20"",""23.90"",""6.00"""
"	3044345689340739241,""2022-11-21"",""3M官方旗舰店"",""]  颜色分类：白色（1卷）20米/卷【阻燃防潮】"","""","""","""",""6.80"",""1"",""6.80"",""9.00"",""0.00"""
"	3044345689340739241,""2022-11-21"",""3M官方旗舰店"",""]  颜色分类：红色（1卷）20米/卷【阻燃防潮】"","""","""","""",""7.40"",""1"",""7.40"","""","""""
"	3044345689340739241,""2022-11-21"",""3M官方旗舰店"",""]  颜色分类：蓝色（1卷）20米/卷【阻燃防潮】"","""","""","""",""7.40"",""1"",""7.40"","""","""""
"	3044345689340739241,""2022-11-21"",""3M官方旗舰店"",""]  颜色分类：黄色（1卷）20米/卷【阻燃防潮】"","""","""","""",""7.40"",""1"",""7.40"","""","""""
"	3044345689340739241,""2022-11-21"",""3M官方旗舰店"",""]  颜色分类：绿色（1卷）20米/卷【阻燃防潮】"","""","""","""",""7.40"",""1"",""7.40"","""","""""
"	3044345689346739241,""2022-11-21"",""万嘉臻味"",""]"","""","""","""",""7.90"",""1"",""7.90"",""12.90"",""5.00"""
"	3044345689347739241,""2022-11-21"",""山林晨曦"",""]  口味：【试用推荐】细黑全麦粉500g*2袋"","""","""","""",""13.98"",""1"",""13.98"",""27.96"",""0.00"""
"	3044345689347739241,""2022-11-21"",""山林晨曦"",""]  口味：【粗黑麦粉试用推荐】500g*2袋"","""","""","""",""13.98"",""1"",""13.98"","""","""""
"	3044345689350739241,""2022-11-21"",""燕麒同百货店的小店"",""]  颜色分类：单独主板主板选择：Pi 4B/4G现货"","""","""","""",""820.30"",""1"",""820.30"",""820.30"",""0.00"""
"	3044345689351739241,""2022-11-21"",""创客硬件社区"",""]  颜色分类：白色"","""","""","""",""39.94"",""1"",""39.94"",""39.94"",""0.00"""
"	3044345689352739241,""2022-11-21"",""启晨数码专营店"",""]  颜色分类：1300M双频~~内置天线"","""","""","""",""75.00"",""1"",""75.00"",""124.00"",""0.00"""
"	3044345689352739241,""2022-11-21"",""启晨数码专营店"",""]  颜色分类：650M双频~~win10免驱动~【迷你版】"","""","""","""",""49.00"",""1"",""49.00"","""","""""
"	3044345689355739241,""2022-11-21"",""兆通数码专营店"",""]  颜色分类：150M单天线免驱版"","""","""","""",""24.90"",""1"",""24.90"",""24.90"",""0.00"""
"	3044345689356739241,""2022-11-21"",""锋凌万盛旗舰店"",""]"","""","""","""",""14.75"",""2"",""29.50"",""79.24"",""0.00"""
"	3044345689356739241,""2022-11-21"",""锋凌万盛旗舰店"",""]  颜色分类：进口芯片"","""","""","""",""24.87"",""2"",""49.74"","""","""""
"	3044345689359739241,""2022-11-21"",""cswy旗舰店"",""]"","""","""","""",""16.50"",""2"",""33.00"",""33.00"",""0.00"""
"	3044345689360739241,""2022-11-21"",""优元企业店铺"",""]  颜色分类：宽10mmx长20米x2卷装"","""","""","""",""26.00"",""1"",""26.00"",""65.00"",""10.00"""
"	3044345689360739241,""2022-11-21"",""优元企业店铺"",""]  颜色分类：宽30mmx长20米"","""","""","""",""29.00"",""1"",""29.00"","""","""""
"	3044345689363739241,""2022-11-21"",""青岛啤酒官方自营店"",""]"","""","""","""",""59.00"",""1"",""59.00"",""59.00"",""0.00"""
"	3044345689364739241,""2022-11-21"",""VEpiaopiao旗舰店"",""]"","""","""","""",""20.00"",""1"",""20.00"",""20.00"",""0.00"""
"	3044345689365739241,""2022-11-21"",""广州佳鑫能五金工厂"",""]  颜色分类：M16*1.5（M16T-12[过线范围8-12mm]"","""","""","""",""2.85"",""10"",""28.50"",""36.50"",""8.00"""
"	3034265547252739241,""2022-11-15"",""tb814812532"",""]  颜色分类：Yoghurt bacteria（40bags)"","""","""","""",""19.80"",""1"",""19.80"",""69.88"",""10.00"""
"	3034265547252739241,""2022-11-15"",""tb814812532"",""]  颜色分类：1.5L+7cups"","""","""","""",""40.08"",""1"",""40.08"","""","""""
"	3034265547255739241,""2022-11-15"",""一家传统的小店"",""]  颜色分类：大号+中号紫色六件套"","""","""","""",""59.85"",""1"",""59.85"",""64.85"",""5.00"""
"	3034265547240739241,""2022-11-15"",""大雄杂货铺168"",""]  颜色分类：M3X5 50PCS尺寸：1x1x1cm"","""","""","""",""18.60"",""1"",""18.60"",""87.40"",""13.00"""
"	3034265547240739241,""2022-11-15"",""大雄杂货铺168"",""]  颜色分类：M3X20 20PCS尺寸：1x1x1cm"","""","""","""",""18.60"",""1"",""18.60"","""","""""
"	3034265547240739241,""2022-11-15"",""大雄杂货铺168"",""]  颜色分类：M3X10 50PCS尺寸：1x1x1cm"","""","""","""",""18.60"",""2"",""37.20"","""","""""
"	3034265547245739241,""2022-11-15"",""以马内利玻璃制品"",""]  颜色分类：730ml[730ml]"","""","""","""",""2.04"",""2"",""4.08"",""20.36"",""11.00"""
"	3034265547245739241,""2022-11-15"",""以马内利玻璃制品"",""]  颜色分类：380ml[380ml]"","""","""","""",""1.20"",""2"",""2.40"","""","""""
"	3034265547249739241,""2022-11-15"",""马摇哼力"",""]  颜色分类：长450*4 【限购50套】"","""","""","""",""36.00"",""1"",""36.00"",""149.80"",""13.00"""
"	3144607741363739241,""2023-01-08"",""广州市哈比百进口连锁店1号站HALAL FOOD"",""]"","""","""","""",""27.00"",""1"",""27.00"",""34.90"",""7.90"""
"	3130801380800739241,""2023-01-02"",""每日特调食品专营店"",""]  口味：原味1L*6瓶"","""","""","""",""140.00"",""2"",""280.00"",""268.00"",""0.00"""
"	3130801380800739241,""2023-01-02"",""每日特调食品专营店"",""]"","""","""","""",""0.00"",""1"",""0.00"","""","""""
"	3130787916252739241,""2023-01-02"",""沉柔旗舰店"",""]  颜色分类：28cm圆顶"","""","""","""",""11.00"",""1"",""11.00"",""11.00"",""0.00"""
"	3130787916253739241,""2023-01-02"",""进口优质食品店 Western kitchen"",""]  颜色分类：Soda454g*1盒（2024.3.22到期）"","""","""","""",""14.90"",""1"",""14.90"",""14.90"",""0.00"""
"	3130787916254739241,""2023-01-02"",""优佰惠旗舰店"",""]  食品口味：原味烘焙 1斤袋装"","""","""","""",""49.90"",""2"",""99.80"",""89.82"",""0.00"""
"	3130787916255739241,""2023-01-02"",""美食诺尔 NOOR FOODS"",""]  净含量：1500g口味：粗 coarse"","""","""","""",""49.50"",""1"",""49.50"",""49.01"",""0.00"""
"	3130787916256739241,""2023-01-02"",""广州香馥烘焙超市"",""]"","""","""","""",""44.00"",""1"",""44.00"",""50.30"",""6.30"""
"	3130787916257739241,""2023-01-02"",""汉泰克五金旗舰店"",""]  颜色分类：Hantek6254BE（250MHz）"","""","""","""",""1800.00"",""1"",""1800.00"",""1800.00"",""0.00"""
"	3130787916258739241,""2023-01-02"",""莱甜旗舰店"",""]"","""","""","""",""16.00"",""1"",""16.00"",""85.18"",""6.00"""
"	3130787916258739241,""2023-01-02"",""莱甜旗舰店"",""]"","""","""","""",""63.18"",""1"",""63.18"","""","""""
"	3130787916261739241,""2023-01-02"",""君君の千选全球精品"",""]"","""","""","""",""68.00"",""1"",""68.00"",""68.00"",""0.00"""
"	3130787916262739241,""2023-01-02"",""万人磨1号家居用品店"",""]  颜色分类：W5高款一个（5齿碳钢芯）[磨胡椒花椒]"","""","""","""",""30.18"",""1"",""30.18"",""27.16"",""0.00"""
"	3130787916263739241,""2023-01-02"",""WLZY Flagship store"",""]"","""","""","""",""15.99"",""1"",""15.99"",""25.99"",""10.00"""
"	3130787916264739241,""2023-01-02"",""糖小雅TXY糖小熊"",""]  口味：1罐*250g 全场可自选备注"","""","""","""",""14.60"",""1"",""14.60"",""13.14"",""0.00"""
"	3130787916265739241,""2023-01-02"",""意诺食品专营店"",""]  净含量：200g颜色分类：卡夫菲力芝士奶油奶酪250g* 1盒"","""","""","""",""29.80"",""1"",""29.80"",""29.80"",""0.00"""
"	3130787916266739241,""2023-01-02"",""Charlie进口食品2"",""]  口味：去皮整番茄WHOLE PEELED 411G"","""","""","""",""15.00"",""1"",""15.00"",""15.00"",""0.00"""
"	3121683410335739241,""2022-12-28"",""中国移动和包官方旗舰店"",""2022-12-28订单号: 3121683410335739241	中国移动和包官方旗舰店		   上海移动 手机 话费充值30元 快充直充 24小时 自动充值 快速到帐"","""","""",""3121683410335739241"",""30.00"",""1"",""30.00"",""30.00"","""""
"	3115285705893739241,""2022-12-25"",""中国移动官方旗舰店"",""2022-12-25订单号: 3115285705893739241	中国移动官方旗舰店		   上海 移动手机 话费充值 100元 快充直充 24小时自动充值快速到帐"","""","""",""3115285705893739241"",""100.00"",""1"",""100.00"",""100.00"","""""
"	3097924815826739241,""2022-12-15"",""鑫尔盛家居专营店"",""]"","""","""","""",""25.35"",""1"",""25.35"",""25.35"",""0.00"""
"	3097924815827739241,""2022-12-15"",""沃茸食品专营店"",""]  颜色分类：爱氏晨曦黄油*3块"","""","""","""",""52.80"",""1"",""52.80"",""52.80"",""0.00"""
"	3097924815828739241,""2022-12-15"",""onefull旗舰店"",""]  香味：德国高档羊毛羊绒蓬松液500ml*1瓶"","""","""","""",""79.00"",""1"",""79.00"",""79.00"",""0.00"""
"	3097924815829739241,""2022-12-15"",""WLZY Flagship store"",""]  颜色分类：1m2"","""","""","""",""88.35"",""6"",""530.10"",""540.10"",""10.00"""
"	3097924815830739241,""2022-12-15"",""樱姿念旗舰店"",""]  主要颜色：白色（侧边笑脸款 磨毛款）尺码：M"","""","""","""",""59.00"",""1"",""59.00"",""177.00"",""0.00"""
"	3097924815830739241,""2022-12-15"",""樱姿念旗舰店"",""]  主要颜色：白色（方框兔子款）尺码：L"","""","""","""",""59.00"",""1"",""59.00"","""","""""
"	3097924815830739241,""2022-12-15"",""樱姿念旗舰店"",""]  主要颜色：灰色（方框兔子款）尺码：L"","""","""","""",""59.00"",""1"",""59.00"","""","""""
"	3097924815834739241,""2022-12-15"",""杰不凡旗舰店"",""]  颜色：黑色（薄绒）尺码：XL"","""","""","""",""29.90"",""1"",""29.90"",""29.90"",""0.00"""
"	3097924815835739241,""2022-12-15"",""MEETFEIFUR妃儿皮草"",""]  颜色分类：奶白色100%澳洲羊毛尺码：L[130-150斤]"","""","""","""",""438.00"",""1"",""438.00"",""378.00"",""0.00"""
"	3092578094314739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""5.28"",""10"",""52.80"",""202.09"",""23.00"""
"	3092578094314739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""",""533802"",""2.97"",""10"",""29.70"","""","""""
"	3092578094314739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""16.42"",""1"",""16.42"","""","""""
"	3092578094314739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""",""577002"",""5.36"",""1"",""5.36"","""","""""
"	3092578094314739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""4.13"",""10"",""41.30"","""","""""
"	3092578094314739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""19.31"",""1"",""19.31"","""","""""
"	3092578094314739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""6.77"",""1"",""6.77"","""","""""
"	3092840175250739241,""2022-12-13"",""呼哈哈高尔夫"",""]  颜色分类：沙坑垫"","""","""","""",""800.00"",""1"",""800.00"",""820.00"",""20.00"""
"	3092840175251739241,""2022-12-13"",""titleist旗舰店"",""]  颜色分类：TH9WEALBFA-P06NY蓝色"","""","""","""",""110.00"",""1"",""110.00"",""110.00"",""0.00"""
"	3092840175252739241,""2022-12-13"",""530小杨米"",""]  颜色分类：主板4G"","""","""","""",""940.00"",""1"",""940.00"",""940.00"",""0.00"""
"	3092840175253739241,""2022-12-13"",""risym旗舰店"",""]  颜色分类：2.8mm插簧端子+护套母接头(50套)"","""","""","""",""3.81"",""1"",""3.81"",""83.81"",""0.00"""
"	3092840175256739241,""2022-12-13"",""艾速旗舰店"",""]"","""","""","""",""0.46"",""10"",""4.60"",""94.60"",""0.00"""
"	3092840175256739241,""2022-12-13"",""艾速旗舰店"",""]  颜色分类：30X4孔6MM(10个）"","""","""","""",""45.00"",""2"",""90.00"","""","""""
"	3092840175259739241,""2022-12-13"",""音爪旗舰店"",""]  颜色分类：2.8方头双脚0.8厚（20个）"","""","""","""",""4.07"",""1"",""4.07"",""72.05"",""0.00"""
"	3092840175259739241,""2022-12-13"",""音爪旗舰店"",""]  颜色分类：2.8MM插簧（100个）"","""","""","""",""5.83"",""2"",""11.66"","""","""""
"	3092840175259739241,""2022-12-13"",""音爪旗舰店"",""]  颜色分类：SN-48B压线钳(1把)"","""","""","""",""56.32"",""1"",""56.32"","""","""""
"	3092840175263739241,""2022-12-13"",""铭殿阁佳倚专卖店"",""]  颜色分类：蓝帽情侣粉白笑脸+气球"","""","""","""",""14.80"",""1"",""14.80"",""37.40"",""0.00"""
"	3092840175263739241,""2022-12-13"",""铭殿阁佳倚专卖店"",""]  颜色分类：粉色女孩单公仔"","""","""","""",""6.80"",""1"",""6.80"","""","""""
"	3092840175263739241,""2022-12-13"",""铭殿阁佳倚专卖店"",""]  颜色分类：看书情侣"","""","""","""",""15.80"",""1"",""15.80"","""","""""
"	3092840175267739241,""2022-12-13"",""warrior回力墨韩专卖店"",""]  鞋码：42/43(适合41/42脚穿)颜色分类：灰色【加绒?保暖】"","""","""","""",""39.90"",""1"",""39.90"",""39.90"",""0.00"""
"	3092840175268739241,""2022-12-13"",""tb320586517331"",""]"","""","""","""",""133.20"",""1"",""133.20"",""141.20"",""8.00"""
"	3092840175269739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""5.28"",""10"",""52.80"",""286.52"",""100.00"""
"	3092840175269739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""",""533802"",""2.97"",""10"",""29.70"","""","""""
"	3092840175269739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""16.42"",""1"",""16.42"","""","""""
"	3092840175269739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""",""577002"",""5.36"",""1"",""5.36"","""","""""
"	3092840175269739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""4.13"",""10"",""41.30"","""","""""
"	3092840175269739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""19.31"",""1"",""19.31"","""","""""
"	3092840175269739241,""2022-12-13"",""柏图顿旗舰店"",""]"","""","""","""",""6.77"",""1"",""6.77"","""","""""
"	3070703196565739241,""2022-12-05"",""cswy旗舰店"",""]"","""","""","""",""16.00"",""8"",""128.00"",""128.00"",""0.00"""
"	3070703196566739241,""2022-12-05"",""宇通工具"",""]  颜色分类：ETB"","""","""","""",""24.50"",""1"",""24.50"",""32.50"",""8.00"""
"	3070703196567739241,""2022-12-05"",""恒骏电子科技有限公司"",""]  颜色分类：ETA"","""","""","""",""6.00"",""1"",""6.00"",""46.00"",""5.00"""
"	3070703196570739241,""2022-12-05"",""两千份旗舰店"",""]  食品口味：【买1斤送半斤】大罐500g/罐+送250g/袋【坚果100%】"","""","""","""",""55.80"",""1"",""55.80"",""55.80"",""0.00"""
"	3070703196571739241,""2022-12-05"",""七佳店"",""]"","""","""","""",""41.80"",""1"",""41.80"",""49.80"",""8.00"""
"	3070703196572739241,""2022-12-05"",""东莞市誉丰电子科技有限公司"",""]  长度：4m颜色分类：RG223线 5mm外径 黑色"","""","""","""",""82.00"",""5"",""410.00"",""640.00"",""0.00"""
"	3070703196572739241,""2022-12-05"",""东莞市誉丰电子科技有限公司"",""]  长度：4m颜色分类：RG58线 5mm外径 黑色"","""","""","""",""46.00"",""5"",""230.00"","""","""""
"	3070797735239739241,""2022-12-04"",""圣邦食品专营店"",""]  食品口味：KS无调味坚果（原味）"","""","""","""",""139.00"",""1"",""139.00"",""139.00"",""0.00"""
"	3070797735240739241,""2022-12-04"",""广州香馥烘焙超市"",""]"","""","""","""",""44.80"",""1"",""44.80"",""52.00"",""7.20"""
"	3070797735241739241,""2022-12-04"",""水大师旗舰店"",""]  口味：【5L*4桶*1箱】2箱包邮送货上楼"","""","""","""",""36.90"",""4"",""147.60"",""147.60"",""0.00"""
"	3070797735242739241,""2022-12-04"",""天猫超市"",""2022-12-04订单号: 3070797735242739241	天猫超市		   青岛啤酒清爽纯干330ml*24罐冰啤口感干爽清醇麦香浓郁新鲜正品  购买规格：2件"",""2件"","""",""3070797735242739241"",""118.00"",""1"",""118.00"",""94.40"",""0.00"""
"	3070797735243739241,""2022-12-04"",""Global sales2020"",""]"","""","""","""",""27.70"",""1"",""27.70"",""32.70"",""5.00"""
"	3070797735244739241,""2022-12-04"",""Sweet bb味哆哆"",""]"","""","""","""",""7.90"",""1"",""7.90"",""14.40"",""6.50"""
"	3070797735245739241,""2022-12-04"",""防伪马"",""]"","""","""","""",""11.30"",""5"",""56.50"",""86.40"",""29.90"""
"	3070797735246739241,""2022-12-04"",""纯素驿站"",""]  净含量：90g口味：1盒（3g*30袋）"","""","""","""",""78.00"",""1"",""78.00"",""78.00"",""0.00"""
"	3070797735247739241,""2022-12-04"",""志杰直营店"",""]  颜色分类：Orange 2"","""","""","""",""27.51"",""1"",""27.51"",""37.51"",""10.00"""
"	3194856255495739241,""2023-02-11"",""天猫国际美国直购"",""]  颜色分类：none规格：454克"",""454克"","""","""",""219.00"",""1"",""219.00"",""140.16"",""0.00"""
"	3194856255496739241,""2023-02-11"",""古今润方旗舰店"",""]  口味：100克"","""","""","""",""11.80"",""1"",""11.80"",""11.80"",""0.00"""
"	3194856255497739241,""2023-02-11"",""Hello foreign friends"",""]  颜色：黑色尺码：3XL"","""","""","""",""159.00"",""1"",""159.00"",""167.00"",""8.00"""
"	3194856255498739241,""2023-02-11"",""进口电子元件丶"",""]"","""","""","""",""198.00"",""1"",""198.00"",""216.00"",""18.00"""
"	3194856255499739241,""2023-02-11"",""debbierrtw"",""]  颜色分类：gray"","""","""","""",""34.60"",""1"",""34.60"",""42.60"",""8.00"""
"	3189751992554739241,""2023-02-09"",""stanley史丹利不凡专卖店"",""]  颜色分类：店长推荐★STXH2000★标配送6件套"","""","""","""",""132.00"",""1"",""132.00"",""132.00"",""0.00"""
"	3189751992555739241,""2023-02-09"",""JLaiZ Flagship store"",""]  颜色分类：Set 5China"","""","""","""",""40.10"",""1"",""40.10"",""50.10"",""10.00"""
"	3189751992556739241,""2023-02-09"",""Hello foreign friends"",""]  颜色：黑色尺码：3XL"","""","""","""",""159.00"",""1"",""159.00"",""167.00"",""8.00"""
"	3189751992557739241,""2023-02-09"",""debbierrtw"",""]  颜色分类：gray"","""","""","""",""34.60"",""1"",""34.60"",""42.60"",""8.00"""
"	3189751992558739241,""2023-02-09"",""兆通数码专营店"",""]  颜色分类：650M迷你双频驱动"","""","""","""",""39.00"",""2"",""78.00"",""208.00"",""0.00"""
"	3189751992561739241,""2023-02-09"",""亳众堂旗舰店"",""]"","""","""","""",""12.80"",""1"",""12.80"",""12.80"",""0.00"""
"	3189751992562739241,""2023-02-09"",""天猫国际美国直购"",""]  颜色分类：none规格：454克"",""454克"","""","""",""219.00"",""1"",""219.00"",""140.16"",""0.00"""
"	3189751992563739241,""2023-02-09"",""古今润方旗舰店"",""]  口味：100克"","""","""","""",""11.80"",""1"",""11.80"",""11.80"",""0.00"""
"	3189751992564739241,""2023-02-09"",""锦宸阁"",""]"","""","""","""",""24.26"",""3"",""72.78"",""72.78"",""0.00"""
"	1813591272570739241,""2023-02-08"",""柏图顿旗舰店"",""]"","""","""","""",""1.00"",""105"",""105.00"",""105.00"",""0.00"""
"	3170778159180739241,""2023-01-28"",""中国移动和包官方旗舰店"",""2023-01-28订单号: 3170778159180739241	中国移动和包官方旗舰店		   上海移动 手机 话费充值30元 快充直充 24小时 自动充值 快速到帐"","""","""",""3170778159180739241"",""30.00"",""1"",""30.00"",""30.00"","""""
"	3167138919299739241,""2023-01-25"",""中国移动和包官方旗舰店"",""2023-01-25订单号: 3167138919299739241	中国移动和包官方旗舰店		   上海移动 手机 话费充值100元 快充直充 24小时 自动充值快速到帐"","""","""",""3167138919299739241"",""100.00"",""1"",""100.00"",""100.00"","""""
"	3165382946795739241,""2023-01-23"",""康采蓝旗舰店"",""]  颜色分类：20棵、优质【地拔】皇后西芹苗"","""","""","""",""15.55"",""1"",""15.55"",""31.58"",""0.00"""
"	3165382946795739241,""2023-01-23"",""康采蓝旗舰店"",""]  颜色分类：20棵、优质【穴盘】四季小香芹苗"","""","""","""",""16.03"",""1"",""16.03"","""","""""
"	3165382946798739241,""2023-01-23"",""匠情家居旗舰店"",""]  颜色分类：优质营养土18斤【可种菜种花】通用型"","""","""","""",""39.60"",""1"",""39.60"",""39.60"",""0.00"""
"	3165382946799739241,""2023-01-23"",""逍遥少店铺"",""]  颜色分类：薄荷+迷迭香【透明吸水盆】特惠[推荐]是否含花盆：带盆栽好"","""","""","""",""18.00"",""1"",""18.00"",""18.00"",""0.00"""
"	3165382946800739241,""2023-01-23"",""广州香馥烘焙超市"",""]"","""","""","""",""44.00"",""1"",""44.00"",""50.30"",""6.30"""
"	3165382946801739241,""2023-01-23"",""沃茸食品专营店"",""]  颜色分类：爱氏晨曦黄油*3块"","""","""","""",""52.80"",""1"",""52.80"",""52.80"",""0.00"""
"	3159731916481739241,""2023-01-18"",""深圳防静电批发"",""]  颜色分类：4009无尘布 4寸/400片"","""","""","""",""70.80"",""1"",""70.80"",""70.80"",""0.00"""
"	3159731916482739241,""2023-01-18"",""Haloo Flagship store"",""]  颜色分类：YELLOWChina大小：均码"","""","""","""",""16.18"",""3"",""48.54"",""58.54"",""10.00"""
"	3159731916483739241,""2023-01-18"",""MBG Flagship store"",""]  分类：black"","""","""","""",""88.19"",""1"",""88.19"",""98.19"",""10.00"""
"	3159731916484739241,""2023-01-18"",""创启腾数码专营店"",""]  长度：1.2m颜色分类：【USB2.0】塑胶黑★四口带开关+5V 2A电源"","""","""","""",""59.00"",""1"",""59.00"",""133.00"",""0.00"""
"	3159731916484739241,""2023-01-18"",""创启腾数码专营店"",""]  长度：1.2m颜色分类：【USB3.0】塑胶黑★四口带开关+5V 2A电源"","""","""","""",""74.00"",""1"",""74.00"","""","""""
"	3158936965742739241,""2023-01-17"",""Webcast equipment"",""]  颜色分类：6个350ML+升级斜口壶"","""","""","""",""68.50"",""2"",""137.00"",""142.89"",""10.00"""
"	3158854275374739241,""2023-01-16"",""vzb旗舰店"",""]  颜色分类：【公头】10条一板"","""","""","""",""22.50"",""1"",""22.50"",""46.50"",""0.00"""
"	3158854275377739241,""2023-01-16"",""海雀数码专营店"",""]  长度：其他颜色分类：母头 红/黑/黄/绿/蓝/白（1套）30CM"","""","""","""",""15.80"",""2"",""31.60"",""31.60"",""0.00"""
"	3158854275378739241,""2023-01-16"",""盾铠设计旗舰店"",""]"","""","""","""",""4.77"",""20"",""95.40"",""204.80"",""23.00"""
"	3158854275378739241,""2023-01-16"",""盾铠设计旗舰店"",""]"","""","""","""",""43.20"",""2"",""86.40"","""","""""
"	3158854275381739241,""2023-01-16"",""优佰惠旗舰店"",""]  食品口味：原味烘焙 1斤袋装"","""","""","""",""49.90"",""2"",""99.80"",""99.80"",""0.00"""
"	3156388453052739241,""2023-01-15"",""欣晟宇影音专营店"",""]  颜色分类：CW4L3-6A-S(003)三级"","""","""","""",""104.00"",""1"",""104.00"",""104.00"",""0.00"""
"	3156388453053739241,""2023-01-15"",""明纬科瑞专卖店"",""]  颜色分类：RS-15-5 | 5V 不含配件"","""","""","""",""40.00"",""5"",""200.00"",""200.00"",""0.00"""
"	3156314727181739241,""2023-01-15"",""天猫超市"",""2023-01-15订单号: 3156314727181739241	天猫超市		   金沙河家用小麦粉通用面粉白面10kg*1袋面条馒头早餐包子烙饼粉  口味：中筋购买规格：1件"",""1件"","""",""3156314727181739241"",""48.90"",""1"",""48.90"",""48.90"",""0.00"""
"	3156314727182739241,""2023-01-15"",""Foreigntrade Store"",""]  颜色分类：2 pcs"","""","""","""",""363.89"",""1"",""363.89"",""372.89"",""9.00"""
"	3148822045775739241,""2023-01-11"",""risym旗舰店"",""]"","""","""","""",""19.80"",""3"",""59.40"",""59.40"",""0.00"""
"	3148822045776739241,""2023-01-11"",""zpn旗舰店"",""]  颜色分类：PP-250【250mhz带宽】"","""","""","""",""112.50"",""2"",""225.00"",""235.00"",""10.00"""
